date,open,high,low,close,volume
2024-07-01,62772.01,63861.76,62497.2,62899.99,24547.10538
2024-07-02,62900.0,63288.83,61806.28,62135.47,18573.11875
2024-07-03,62135.46,62285.94,59400.0,60208.58,32160.11127
2024-07-04,60208.57,60498.19,56771.0,57050.01,54568.77276
2024-07-05,57050.02,57546.0,53485.93,56628.79,81348.24756
2024-07-06,56628.79,58475.0,56018.0,58230.13,21651.31558
2024-07-07,58230.13,58449.46,55724.37,55857.81,19118.93918
2024-07-08,55857.81,58236.73,54260.16,56714.62,48090.2049
2024-07-09,56714.61,58296.0,56289.45,58050.0,27732.20788
2024-07-10,58050.0,59470.0,57157.79,57725.85,24951.73799
2024-07-11,57725.85,59650.0,57050.0,57339.89,29761.05735
2024-07-12,57339.89,58526.68,56542.47,57889.1,23652.4569
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.74519
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.33907
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.9782
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.52915
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15316
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56277
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.42934
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36023
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.21921
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69394
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.29633
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25441
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.43905
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.26854
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.42937
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.71567
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52003
2024-08-05,58161.0,58305.59,49000.0,54018.81,162065.59186
2024-08-06,54018.82,57040.99,53950.0,56022.01,55884.77676
2024-08-07,56022.0,57736.05,54558.62,55134.16,44269.37684
2024-08-08,55133.76,62745.14,54730.0,61685.99,48349.52949
2024-08-09,61686.0,61744.37,59535.0,60837.99,30972.48017
2024-08-10,60837.99,61470.58,60242.0,60923.51,9995.20621
2024-08-11,60923.51,61858.0,58286.73,58712.59,19189.84512
2024-08-12,58712.59,60711.09,57642.21,59346.64,37009.91743
2024-08-13,59346.64,61578.1,58392.88,60587.15,27858.95851
2024-08-14,60587.16,61800.0,58433.18,58683.39,28422.76326
2024-08-15,58683.39,59849.38,56078.54,57541.06,37686.17622
2024-08-16,57541.05,59817.76,57098.62,58874.6,27610.84344
2024-08-17,58874.59,59700.0,58785.05,59491.99,7721.72931
2024-08-18,59491.99,60284.99,58408.92,58427.35,13634.85717
